,image_id,split,sat_image_path,mask_path
56,736465,train,train/736465_sat.jpg,train/736465_mask.png
57,771718,train,train/771718_sat.jpg,train/771718_mask.png
58,502218,train,train/502218_sat.jpg,train/502218_mask.png
59,926026,train,train/926026_sat.jpg,train/926026_mask.png
60,223890,train,train/223890_sat.jpg,train/223890_mask.png
61,275185,train,train/275185_sat.jpg,train/275185_mask.png
62,457456,train,train/457456_sat.jpg,train/457456_mask.png
63,720997,train,train/720997_sat.jpg,train/720997_mask.png
64,761239,train,train/761239_sat.jpg,train/761239_mask.png
65,907221,train,train/907221_sat.jpg,train/907221_mask.png
66,681238,train,train/681238_sat.jpg,train/681238_mask.png
67,327279,train,train/327279_sat.jpg,train/327279_mask.png
68,162428,train,train/162428_sat.jpg,train/162428_mask.png
69,604767,train,train/604767_sat.jpg,train/604767_mask.png
70,557244,train,train/557244_sat.jpg,train/557244_mask.png
71,730949,train,train/730949_sat.jpg,train/730949_mask.png
72,50045,train,train/50045_sat.jpg,train/50045_mask.png
73,367591,train,train/367591_sat.jpg,train/367591_mask.png
74,818396,train,train/818396_sat.jpg,train/818396_mask.png
75,85690,train,train/85690_sat.jpg,train/85690_mask.png
76,639198,train,train/639198_sat.jpg,train/639198_mask.png
77,766889,train,train/766889_sat.jpg,train/766889_mask.png
78,718231,train,train/718231_sat.jpg,train/718231_mask.png
79,334513,train,train/334513_sat.jpg,train/334513_mask.png
80,229907,train,train/229907_sat.jpg,train/229907_mask.png
81,928261,train,train/928261_sat.jpg,train/928261_mask.png
82,703903,train,train/703903_sat.jpg,train/703903_mask.png
83,68596,train,train/68596_sat.jpg,train/68596_mask.png
84,387186,train,train/387186_sat.jpg,train/387186_mask.png
85,183552,train,train/183552_sat.jpg,train/183552_mask.png
86,127271,train,train/127271_sat.jpg,train/127271_mask.png
87,375799,train,train/375799_sat.jpg,train/375799_mask.png
88,4227,train,train/4227_sat.jpg,train/4227_mask.png
89,987330,train,train/987330_sat.jpg,train/987330_mask.png
90,601401,train,train/601401_sat.jpg,train/601401_mask.png
91,968835,train,train/968835_sat.jpg,train/968835_mask.png
92,482085,train,train/482085_sat.jpg,train/482085_mask.png
93,782731,train,train/782731_sat.jpg,train/782731_mask.png
94,202587,train,train/202587_sat.jpg,train/202587_mask.png
95,175121,train,train/175121_sat.jpg,train/175121_mask.png
96,424153,train,train/424153_sat.jpg,train/424153_mask.png
97,985595,train,train/985595_sat.jpg,train/985595_mask.png
98,168486,train,train/168486_sat.jpg,train/168486_mask.png
99,815240,train,train/815240_sat.jpg,train/815240_mask.png
100,620166,train,train/620166_sat.jpg,train/620166_mask.png
101,414512,train,train/414512_sat.jpg,train/414512_mask.png
102,843809,train,train/843809_sat.jpg,train/843809_mask.png
103,858077,train,train/858077_sat.jpg,train/858077_mask.png
104,339034,train,train/339034_sat.jpg,train/339034_mask.png
105,823673,train,train/823673_sat.jpg,train/823673_mask.png
106,845366,train,train/845366_sat.jpg,train/845366_mask.png
107,184760,train,train/184760_sat.jpg,train/184760_mask.png
108,300567,train,train/300567_sat.jpg,train/300567_mask.png
109,617785,train,train/617785_sat.jpg,train/617785_mask.png
110,607487,train,train/607487_sat.jpg,train/607487_mask.png
111,611707,train,train/611707_sat.jpg,train/611707_mask.png
112,870408,train,train/870408_sat.jpg,train/870408_mask.png
113,722659,train,train/722659_sat.jpg,train/722659_mask.png
114,68142,train,train/68142_sat.jpg,train/68142_mask.png
115,522851,train,train/522851_sat.jpg,train/522851_mask.png
116,453682,train,train/453682_sat.jpg,train/453682_mask.png
117,811470,train,train/811470_sat.jpg,train/811470_mask.png
118,536260,train,train/536260_sat.jpg,train/536260_mask.png
119,683199,train,train/683199_sat.jpg,train/683199_mask.png
120,394020,train,train/394020_sat.jpg,train/394020_mask.png
121,41453,train,train/41453_sat.jpg,train/41453_mask.png
122,729246,train,train/729246_sat.jpg,train/729246_mask.png
123,771823,train,train/771823_sat.jpg,train/771823_mask.png
124,287766,train,train/287766_sat.jpg,train/287766_mask.png
125,833388,train,train/833388_sat.jpg,train/833388_mask.png
126,275136,train,train/275136_sat.jpg,train/275136_mask.png
127,753907,train,train/753907_sat.jpg,train/753907_mask.png
128,882822,train,train/882822_sat.jpg,train/882822_mask.png
129,655825,train,train/655825_sat.jpg,train/655825_mask.png
130,150624,train,train/150624_sat.jpg,train/150624_mask.png
131,201735,train,train/201735_sat.jpg,train/201735_mask.png
132,889079,train,train/889079_sat.jpg,train/889079_mask.png
133,8971,train,train/8971_sat.jpg,train/8971_mask.png
134,365973,train,train/365973_sat.jpg,train/365973_mask.png
135,985731,train,train/985731_sat.jpg,train/985731_mask.png
136,499345,train,train/499345_sat.jpg,train/499345_mask.png
137,960793,train,train/960793_sat.jpg,train/960793_mask.png
138,913282,train,train/913282_sat.jpg,train/913282_mask.png
139,608782,train,train/608782_sat.jpg,train/608782_mask.png
140,726668,train,train/726668_sat.jpg,train/726668_mask.png
141,600175,train,train/600175_sat.jpg,train/600175_mask.png
142,825884,train,train/825884_sat.jpg,train/825884_mask.png
143,68427,train,train/68427_sat.jpg,train/68427_mask.png
144,827391,train,train/827391_sat.jpg,train/827391_mask.png
145,594703,train,train/594703_sat.jpg,train/594703_mask.png
146,457865,train,train/457865_sat.jpg,train/457865_mask.png
147,529915,train,train/529915_sat.jpg,train/529915_mask.png
148,982866,train,train/982866_sat.jpg,train/982866_mask.png
149,494222,train,train/494222_sat.jpg,train/494222_mask.png
150,602097,train,train/602097_sat.jpg,train/602097_mask.png
151,956757,train,train/956757_sat.jpg,train/956757_mask.png
152,493450,train,train/493450_sat.jpg,train/493450_mask.png
153,962829,train,train/962829_sat.jpg,train/962829_mask.png
154,711693,train,train/711693_sat.jpg,train/711693_mask.png
155,875701,train,train/875701_sat.jpg,train/875701_mask.png
156,384535,train,train/384535_sat.jpg,train/384535_mask.png
157,194278,train,train/194278_sat.jpg,train/194278_mask.png
158,593587,train,train/593587_sat.jpg,train/593587_mask.png
159,533738,train,train/533738_sat.jpg,train/533738_mask.png
160,297846,train,train/297846_sat.jpg,train/297846_mask.png
161,429369,train,train/429369_sat.jpg,train/429369_mask.png
162,668618,train,train/668618_sat.jpg,train/668618_mask.png
163,534866,train,train/534866_sat.jpg,train/534866_mask.png
164,249992,train,train/249992_sat.jpg,train/249992_mask.png
165,419061,train,train/419061_sat.jpg,train/419061_mask.png
166,771601,train,train/771601_sat.jpg,train/771601_mask.png
167,140235,train,train/140235_sat.jpg,train/140235_mask.png
168,110680,train,train/110680_sat.jpg,train/110680_mask.png
169,164300,train,train/164300_sat.jpg,train/164300_mask.png
170,347474,train,train/347474_sat.jpg,train/347474_mask.png
171,882222,train,train/882222_sat.jpg,train/882222_mask.png
172,161540,train,train/161540_sat.jpg,train/161540_mask.png
173,60212,train,train/60212_sat.jpg,train/60212_mask.png
174,173654,train,train/173654_sat.jpg,train/173654_mask.png
175,52304,train,train/52304_sat.jpg,train/52304_mask.png
176,121763,train,train/121763_sat.jpg,train/121763_mask.png
177,718185,train,train/718185_sat.jpg,train/718185_mask.png
178,983851,train,train/983851_sat.jpg,train/983851_mask.png
179,303084,train,train/303084_sat.jpg,train/303084_mask.png
180,508835,train,train/508835_sat.jpg,train/508835_mask.png
181,692921,train,train/692921_sat.jpg,train/692921_mask.png
182,565871,train,train/565871_sat.jpg,train/565871_mask.png
183,391190,train,train/391190_sat.jpg,train/391190_mask.png
184,192798,train,train/192798_sat.jpg,train/192798_mask.png
185,757554,train,train/757554_sat.jpg,train/757554_mask.png
186,153918,train,train/153918_sat.jpg,train/153918_mask.png
187,397590,train,train/397590_sat.jpg,train/397590_mask.png
188,482343,train,train/482343_sat.jpg,train/482343_mask.png
189,755362,train,train/755362_sat.jpg,train/755362_mask.png
190,607575,train,train/607575_sat.jpg,train/607575_mask.png
191,25459,train,train/25459_sat.jpg,train/25459_mask.png
192,778803,train,train/778803_sat.jpg,train/778803_mask.png
193,406876,train,train/406876_sat.jpg,train/406876_mask.png
194,277546,train,train/277546_sat.jpg,train/277546_mask.png
195,446604,train,train/446604_sat.jpg,train/446604_mask.png
196,443443,train,train/443443_sat.jpg,train/443443_mask.png
197,407644,train,train/407644_sat.jpg,train/407644_mask.png
198,319353,train,train/319353_sat.jpg,train/319353_mask.png
199,106741,train,train/106741_sat.jpg,train/106741_mask.png
200,880871,train,train/880871_sat.jpg,train/880871_mask.png
201,537715,train,train/537715_sat.jpg,train/537715_mask.png
202,519313,train,train/519313_sat.jpg,train/519313_mask.png
203,973434,train,train/973434_sat.jpg,train/973434_mask.png
204,77698,train,train/77698_sat.jpg,train/77698_mask.png
205,923367,train,train/923367_sat.jpg,train/923367_mask.png
206,374028,train,train/374028_sat.jpg,train/374028_mask.png
207,567954,train,train/567954_sat.jpg,train/567954_mask.png
208,468662,train,train/468662_sat.jpg,train/468662_mask.png
209,770696,train,train/770696_sat.jpg,train/770696_mask.png
210,531722,train,train/531722_sat.jpg,train/531722_mask.png
211,414238,train,train/414238_sat.jpg,train/414238_mask.png
212,345705,train,train/345705_sat.jpg,train/345705_mask.png
213,245954,train,train/245954_sat.jpg,train/245954_mask.png
214,160175,train,train/160175_sat.jpg,train/160175_mask.png
215,541430,train,train/541430_sat.jpg,train/541430_mask.png
216,337912,train,train/337912_sat.jpg,train/337912_mask.png
217,401529,train,train/401529_sat.jpg,train/401529_mask.png
218,715887,train,train/715887_sat.jpg,train/715887_mask.png
219,93824,train,train/93824_sat.jpg,train/93824_mask.png
220,866657,train,train/866657_sat.jpg,train/866657_mask.png
221,494274,train,train/494274_sat.jpg,train/494274_mask.png
222,907174,train,train/907174_sat.jpg,train/907174_mask.png
223,994121,train,train/994121_sat.jpg,train/994121_mask.png
224,944601,train,train/944601_sat.jpg,train/944601_mask.png
225,404959,train,train/404959_sat.jpg,train/404959_mask.png
226,59340,train,train/59340_sat.jpg,train/59340_mask.png
227,21194,train,train/21194_sat.jpg,train/21194_mask.png
228,642408,train,train/642408_sat.jpg,train/642408_mask.png
229,816269,train,train/816269_sat.jpg,train/816269_mask.png
230,465492,train,train/465492_sat.jpg,train/465492_mask.png
231,400830,train,train/400830_sat.jpg,train/400830_mask.png
232,290587,train,train/290587_sat.jpg,train/290587_mask.png
233,572634,train,train/572634_sat.jpg,train/572634_mask.png
234,61522,train,train/61522_sat.jpg,train/61522_mask.png
235,919589,train,train/919589_sat.jpg,train/919589_mask.png
236,753638,train,train/753638_sat.jpg,train/753638_mask.png
237,685727,train,train/685727_sat.jpg,train/685727_mask.png
238,609624,train,train/609624_sat.jpg,train/609624_mask.png
239,292753,train,train/292753_sat.jpg,train/292753_mask.png
240,100081,train,train/100081_sat.jpg,train/100081_mask.png
241,458825,train,train/458825_sat.jpg,train/458825_mask.png
242,12959,train,train/12959_sat.jpg,train/12959_mask.png
243,605287,train,train/605287_sat.jpg,train/605287_mask.png
244,662422,train,train/662422_sat.jpg,train/662422_mask.png
245,832625,train,train/832625_sat.jpg,train/832625_mask.png
246,314088,train,train/314088_sat.jpg,train/314088_mask.png
247,143807,train,train/143807_sat.jpg,train/143807_mask.png
248,804011,train,train/804011_sat.jpg,train/804011_mask.png
249,215352,train,train/215352_sat.jpg,train/215352_mask.png
250,840809,train,train/840809_sat.jpg,train/840809_mask.png
251,678881,train,train/678881_sat.jpg,train/678881_mask.png
252,87099,train,train/87099_sat.jpg,train/87099_mask.png
253,222170,train,train/222170_sat.jpg,train/222170_mask.png
254,795731,train,train/795731_sat.jpg,train/795731_mask.png
255,215185,train,train/215185_sat.jpg,train/215185_mask.png
256,972546,train,train/972546_sat.jpg,train/972546_mask.png
257,513316,train,train/513316_sat.jpg,train/513316_mask.png
258,17989,train,train/17989_sat.jpg,train/17989_mask.png
259,847602,train,train/847602_sat.jpg,train/847602_mask.png
260,841070,train,train/841070_sat.jpg,train/841070_mask.png
261,570612,train,train/570612_sat.jpg,train/570612_mask.png
262,491869,train,train/491869_sat.jpg,train/491869_mask.png
263,910259,train,train/910259_sat.jpg,train/910259_mask.png
264,662044,train,train/662044_sat.jpg,train/662044_mask.png
265,132294,train,train/132294_sat.jpg,train/132294_mask.png
266,878345,train,train/878345_sat.jpg,train/878345_mask.png
267,844589,train,train/844589_sat.jpg,train/844589_mask.png
268,360450,train,train/360450_sat.jpg,train/360450_mask.png
269,743007,train,train/743007_sat.jpg,train/743007_mask.png
270,315665,train,train/315665_sat.jpg,train/315665_mask.png
271,71706,train,train/71706_sat.jpg,train/71706_mask.png
272,581915,train,train/581915_sat.jpg,train/581915_mask.png
273,628494,train,train/628494_sat.jpg,train/628494_mask.png
274,839402,train,train/839402_sat.jpg,train/839402_mask.png
275,947405,train,train/947405_sat.jpg,train/947405_mask.png
276,252685,train,train/252685_sat.jpg,train/252685_mask.png
277,558167,train,train/558167_sat.jpg,train/558167_mask.png
278,852321,train,train/852321_sat.jpg,train/852321_mask.png
279,707152,train,train/707152_sat.jpg,train/707152_mask.png
280,301490,train,train/301490_sat.jpg,train/301490_mask.png
281,574592,train,train/574592_sat.jpg,train/574592_mask.png
282,337231,train,train/337231_sat.jpg,train/337231_mask.png
283,491843,train,train/491843_sat.jpg,train/491843_mask.png
284,217741,train,train/217741_sat.jpg,train/217741_mask.png
285,729885,train,train/729885_sat.jpg,train/729885_mask.png
286,596573,train,train/596573_sat.jpg,train/596573_mask.png
287,297834,train,train/297834_sat.jpg,train/297834_mask.png
288,856184,train,train/856184_sat.jpg,train/856184_mask.png
289,350071,train,train/350071_sat.jpg,train/350071_mask.png
290,295066,train,train/295066_sat.jpg,train/295066_mask.png
291,45040,train,train/45040_sat.jpg,train/45040_mask.png
292,765839,train,train/765839_sat.jpg,train/765839_mask.png
293,777914,train,train/777914_sat.jpg,train/777914_mask.png
294,753390,train,train/753390_sat.jpg,train/753390_mask.png
295,121541,train,train/121541_sat.jpg,train/121541_mask.png
296,552530,train,train/552530_sat.jpg,train/552530_mask.png
297,569971,train,train/569971_sat.jpg,train/569971_mask.png
298,248759,train,train/248759_sat.jpg,train/248759_mask.png
299,469319,train,train/469319_sat.jpg,train/469319_mask.png
300,897944,train,train/897944_sat.jpg,train/897944_mask.png
301,470278,train,train/470278_sat.jpg,train/470278_mask.png
302,384693,train,train/384693_sat.jpg,train/384693_mask.png
303,416347,train,train/416347_sat.jpg,train/416347_mask.png
304,195113,train,train/195113_sat.jpg,train/195113_mask.png
305,491685,train,train/491685_sat.jpg,train/491685_mask.png
306,187387,train,train/187387_sat.jpg,train/187387_mask.png
307,247257,train,train/247257_sat.jpg,train/247257_mask.png
308,267643,train,train/267643_sat.jpg,train/267643_mask.png
309,993763,train,train/993763_sat.jpg,train/993763_mask.png
310,771348,train,train/771348_sat.jpg,train/771348_mask.png
311,607606,train,train/607606_sat.jpg,train/607606_mask.png
312,575698,train,train/575698_sat.jpg,train/575698_mask.png
313,733966,train,train/733966_sat.jpg,train/733966_mask.png
314,979932,train,train/979932_sat.jpg,train/979932_mask.png
315,991347,train,train/991347_sat.jpg,train/991347_mask.png
316,322316,train,train/322316_sat.jpg,train/322316_mask.png
317,213654,train,train/213654_sat.jpg,train/213654_mask.png
318,288328,train,train/288328_sat.jpg,train/288328_mask.png
319,494800,train,train/494800_sat.jpg,train/494800_mask.png
320,631538,train,train/631538_sat.jpg,train/631538_mask.png
321,278054,train,train/278054_sat.jpg,train/278054_mask.png
322,731856,train,train/731856_sat.jpg,train/731856_mask.png
323,227580,train,train/227580_sat.jpg,train/227580_mask.png
324,663533,train,train/663533_sat.jpg,train/663533_mask.png
325,143802,train,train/143802_sat.jpg,train/143802_mask.png
326,222583,train,train/222583_sat.jpg,train/222583_mask.png
327,602377,train,train/602377_sat.jpg,train/602377_mask.png
328,448172,train,train/448172_sat.jpg,train/448172_mask.png
329,126734,train,train/126734_sat.jpg,train/126734_mask.png
330,672305,train,train/672305_sat.jpg,train/672305_mask.png
331,107853,train,train/107853_sat.jpg,train/107853_mask.png
332,222673,train,train/222673_sat.jpg,train/222673_mask.png
333,82681,train,train/82681_sat.jpg,train/82681_mask.png
334,958571,train,train/958571_sat.jpg,train/958571_mask.png
335,716533,train,train/716533_sat.jpg,train/716533_mask.png
336,989480,train,train/989480_sat.jpg,train/989480_mask.png
337,646974,train,train/646974_sat.jpg,train/646974_mask.png
338,860513,train,train/860513_sat.jpg,train/860513_mask.png
339,342960,train,train/342960_sat.jpg,train/342960_mask.png
340,456361,train,train/456361_sat.jpg,train/456361_mask.png
341,966525,train,train/966525_sat.jpg,train/966525_mask.png
342,968022,train,train/968022_sat.jpg,train/968022_mask.png
343,751202,train,train/751202_sat.jpg,train/751202_mask.png
344,710326,train,train/710326_sat.jpg,train/710326_mask.png
345,17596,train,train/17596_sat.jpg,train/17596_mask.png
346,690411,train,train/690411_sat.jpg,train/690411_mask.png
347,759607,train,train/759607_sat.jpg,train/759607_mask.png
348,722948,train,train/722948_sat.jpg,train/722948_mask.png
349,520111,train,train/520111_sat.jpg,train/520111_mask.png
350,800286,train,train/800286_sat.jpg,train/800286_mask.png
351,556251,train,train/556251_sat.jpg,train/556251_mask.png
352,199872,train,train/199872_sat.jpg,train/199872_mask.png
353,257388,train,train/257388_sat.jpg,train/257388_mask.png
354,745086,train,train/745086_sat.jpg,train/745086_mask.png
355,164519,train,train/164519_sat.jpg,train/164519_mask.png
356,184855,train,train/184855_sat.jpg,train/184855_mask.png
357,841576,train,train/841576_sat.jpg,train/841576_mask.png
358,403212,train,train/403212_sat.jpg,train/403212_mask.png
359,903885,train,train/903885_sat.jpg,train/903885_mask.png
360,536089,train,train/536089_sat.jpg,train/536089_mask.png
361,630417,train,train/630417_sat.jpg,train/630417_mask.png
362,626285,train,train/626285_sat.jpg,train/626285_mask.png
363,817465,train,train/817465_sat.jpg,train/817465_mask.png
364,804590,train,train/804590_sat.jpg,train/804590_mask.png
365,514669,train,train/514669_sat.jpg,train/514669_mask.png
366,758481,train,train/758481_sat.jpg,train/758481_mask.png
367,671179,train,train/671179_sat.jpg,train/671179_mask.png
368,224547,train,train/224547_sat.jpg,train/224547_mask.png
369,30940,train,train/30940_sat.jpg,train/30940_mask.png
370,648592,train,train/648592_sat.jpg,train/648592_mask.png
371,369432,train,train/369432_sat.jpg,train/369432_mask.png
372,907182,train,train/907182_sat.jpg,train/907182_mask.png
373,551957,train,train/551957_sat.jpg,train/551957_mask.png
374,670271,train,train/670271_sat.jpg,train/670271_mask.png
375,849189,train,train/849189_sat.jpg,train/849189_mask.png
376,356431,train,train/356431_sat.jpg,train/356431_mask.png
377,716527,train,train/716527_sat.jpg,train/716527_mask.png
378,893717,train,train/893717_sat.jpg,train/893717_mask.png
379,674026,train,train/674026_sat.jpg,train/674026_mask.png
380,528005,train,train/528005_sat.jpg,train/528005_mask.png
381,915776,train,train/915776_sat.jpg,train/915776_mask.png
382,828369,train,train/828369_sat.jpg,train/828369_mask.png
383,241296,train,train/241296_sat.jpg,train/241296_mask.png
384,47136,train,train/47136_sat.jpg,train/47136_mask.png
385,613155,train,train/613155_sat.jpg,train/613155_mask.png
386,237383,train,train/237383_sat.jpg,train/237383_mask.png
387,866093,train,train/866093_sat.jpg,train/866093_mask.png
388,81539,train,train/81539_sat.jpg,train/81539_mask.png
389,8804,train,train/8804_sat.jpg,train/8804_mask.png
390,524792,train,train/524792_sat.jpg,train/524792_mask.png
391,915726,train,train/915726_sat.jpg,train/915726_mask.png
392,782938,train,train/782938_sat.jpg,train/782938_mask.png
393,760338,train,train/760338_sat.jpg,train/760338_mask.png
394,347591,train,train/347591_sat.jpg,train/347591_mask.png
395,561005,train,train/561005_sat.jpg,train/561005_mask.png
396,81977,train,train/81977_sat.jpg,train/81977_mask.png
397,763554,train,train/763554_sat.jpg,train/763554_mask.png
398,141532,train,train/141532_sat.jpg,train/141532_mask.png
399,509471,train,train/509471_sat.jpg,train/509471_mask.png
400,803210,train,train/803210_sat.jpg,train/803210_mask.png
401,877613,train,train/877613_sat.jpg,train/877613_mask.png
402,910400,train,train/910400_sat.jpg,train/910400_mask.png
403,156715,train,train/156715_sat.jpg,train/156715_mask.png
404,212264,train,train/212264_sat.jpg,train/212264_mask.png
405,530857,train,train/530857_sat.jpg,train/530857_mask.png
406,12347,train,train/12347_sat.jpg,train/12347_mask.png
407,514122,train,train/514122_sat.jpg,train/514122_mask.png
408,918514,train,train/918514_sat.jpg,train/918514_mask.png
409,501109,train,train/501109_sat.jpg,train/501109_mask.png
410,183397,train,train/183397_sat.jpg,train/183397_mask.png
411,960471,train,train/960471_sat.jpg,train/960471_mask.png
412,675430,train,train/675430_sat.jpg,train/675430_mask.png
413,121994,train,train/121994_sat.jpg,train/121994_mask.png
414,978201,train,train/978201_sat.jpg,train/978201_mask.png
415,73867,train,train/73867_sat.jpg,train/73867_mask.png
416,373268,train,train/373268_sat.jpg,train/373268_mask.png
417,483919,train,train/483919_sat.jpg,train/483919_mask.png
418,86768,train,train/86768_sat.jpg,train/86768_mask.png
419,715844,train,train/715844_sat.jpg,train/715844_mask.png
420,444796,train,train/444796_sat.jpg,train/444796_mask.png
421,624372,train,train/624372_sat.jpg,train/624372_mask.png
422,244013,train,train/244013_sat.jpg,train/244013_mask.png
423,519458,train,train/519458_sat.jpg,train/519458_mask.png
424,823500,train,train/823500_sat.jpg,train/823500_mask.png
425,751448,train,train/751448_sat.jpg,train/751448_mask.png
426,41026,train,train/41026_sat.jpg,train/41026_mask.png
427,842246,train,train/842246_sat.jpg,train/842246_mask.png
428,74497,train,train/74497_sat.jpg,train/74497_mask.png
429,782622,train,train/782622_sat.jpg,train/782622_mask.png
430,801557,train,train/801557_sat.jpg,train/801557_mask.png
431,942407,train,train/942407_sat.jpg,train/942407_mask.png
432,538837,train,train/538837_sat.jpg,train/538837_mask.png
433,97287,train,train/97287_sat.jpg,train/97287_mask.png
434,576981,train,train/576981_sat.jpg,train/576981_mask.png
435,902569,train,train/902569_sat.jpg,train/902569_mask.png
436,160113,train,train/160113_sat.jpg,train/160113_mask.png
437,214053,train,train/214053_sat.jpg,train/214053_mask.png
438,666668,train,train/666668_sat.jpg,train/666668_mask.png
439,484186,train,train/484186_sat.jpg,train/484186_mask.png
440,834703,train,train/834703_sat.jpg,train/834703_mask.png
441,726271,train,train/726271_sat.jpg,train/726271_mask.png
442,154170,train,train/154170_sat.jpg,train/154170_mask.png
443,925068,train,train/925068_sat.jpg,train/925068_mask.png
444,570749,train,train/570749_sat.jpg,train/570749_mask.png
445,945052,train,train/945052_sat.jpg,train/945052_mask.png
446,437091,train,train/437091_sat.jpg,train/437091_mask.png
447,399432,train,train/399432_sat.jpg,train/399432_mask.png
448,393252,train,train/393252_sat.jpg,train/393252_mask.png
449,92194,train,train/92194_sat.jpg,train/92194_mask.png
450,461998,train,train/461998_sat.jpg,train/461998_mask.png
451,232446,train,train/232446_sat.jpg,train/232446_mask.png
452,987823,train,train/987823_sat.jpg,train/987823_mask.png
453,492023,train,train/492023_sat.jpg,train/492023_mask.png
454,711325,train,train/711325_sat.jpg,train/711325_mask.png
455,683410,train,train/683410_sat.jpg,train/683410_mask.png
456,360003,train,train/360003_sat.jpg,train/360003_mask.png
457,745880,train,train/745880_sat.jpg,train/745880_mask.png
458,63098,train,train/63098_sat.jpg,train/63098_mask.png
459,407167,train,train/407167_sat.jpg,train/407167_mask.png
460,276327,train,train/276327_sat.jpg,train/276327_mask.png
461,522907,train,train/522907_sat.jpg,train/522907_mask.png
462,432787,train,train/432787_sat.jpg,train/432787_mask.png
463,717014,train,train/717014_sat.jpg,train/717014_mask.png
464,946851,train,train/946851_sat.jpg,train/946851_mask.png
465,59805,train,train/59805_sat.jpg,train/59805_mask.png
466,483698,train,train/483698_sat.jpg,train/483698_mask.png
467,912039,train,train/912039_sat.jpg,train/912039_mask.png
468,829335,train,train/829335_sat.jpg,train/829335_mask.png
469,237186,train,train/237186_sat.jpg,train/237186_mask.png
470,97272,train,train/97272_sat.jpg,train/97272_mask.png
471,959435,train,train/959435_sat.jpg,train/959435_mask.png
472,849843,train,train/849843_sat.jpg,train/849843_mask.png
473,945718,train,train/945718_sat.jpg,train/945718_mask.png
474,907693,train,train/907693_sat.jpg,train/907693_mask.png
475,947986,train,train/947986_sat.jpg,train/947986_mask.png
476,578480,train,train/578480_sat.jpg,train/578480_mask.png
477,683788,train,train/683788_sat.jpg,train/683788_mask.png
478,428707,train,train/428707_sat.jpg,train/428707_mask.png
479,146766,train,train/146766_sat.jpg,train/146766_mask.png
480,734704,train,train/734704_sat.jpg,train/734704_mask.png
